AttendanceID,EmployeeID,Date,InTime,OutTime,WorkHours,Status,Remarks,ShiftCode
4497,11,23/11/2024,,,0,Absent,Sick,G1
4498,11,24/11/2024,10:00,19:00,9,Present,,GG
4499,11,25/11/2024,09:00,18:30,9.5,Present,Late,G1
4500,11,26/11/2024,,,0,Absent,,G1
4501,11,27/11/2024,10:00,19:45,9.75,Present,Late,NA
4502,11,28/11/2024,,,0,Leave,Annual Leave,MA
4503,11,29/11/2024,10:15,19:15,9,Present,Late,MM
4504,11,30/11/2024,08:45,18:15,9.5,Present,,MA
4505,11,01/12/2024,,,0,Leave,Annual Leave,MA
4506,11,02/12/2024,09:30,19:15,9.75,Present,WFH,NN
4507,11,03/12/2024,09:15,18:30,9.25,Present,WFH,NN
4508,11,04/12/2024,09:15,18:45,9.5,Present,Late,MM
4509,11,05/12/2024,10:30,19:45,9.25,Present,Late,NN
4510,11,06/12/2024,,,0,Leave,Annual Leave,GG
4511,11,07/12/2024,10:00,19:00,9,Present,Late,GG
4512,11,08/12/2024,08:30,17:30,9,Present,WFH,G2
4513,11,09/12/2024,09:15,19:00,9.75,Present,WFH,MM
4514,11,10/12/2024,09:15,18:30,9.25,Present,WFH,NA
4515,11,11/12/2024,09:15,13:15,4,Half Day,Personal Work,MA
4516,11,12/12/2024,08:00,17:30,9.5,Present,Late,MM
4517,11,13/12/2024,09:30,18:45,9.25,Present,WFH,MM
4518,11,14/12/2024,10:00,19:45,9.75,Present,WFH,GG
4519,11,15/12/2024,08:30,18:00,9.5,Present,WFH,G1
4520,11,16/12/2024,08:15,18:00,9.75,Present,Late,NA
4521,11,17/12/2024,10:15,19:15,9,Present,WFH,NA
4522,11,18/12/2024,10:15,19:45,9.5,Present,,MM
4523,11,19/12/2024,08:30,18:15,9.75,Present,WFH,MA
4524,11,20/12/2024,10:45,20:00,9.25,Present,,G1
4525,11,21/12/2024,08:15,17:30,9.25,Present,WFH,MA
4526,11,22/12/2024,11:00,15:00,4,Half Day,Personal Work,G1
4527,11,23/12/2024,,,0,Leave,Sick Leave,MM
4528,11,24/12/2024,10:00,19:45,9.75,Present,,NN
4529,11,25/12/2024,11:00,15:00,4,Half Day,Personal Work,G1
4530,11,26/12/2024,,,0,Absent,WeekOff,NA
4531,11,27/12/2024,10:00,19:30,9.5,Present,,MM
4532,11,28/12/2024,10:45,19:45,9,Present,Late,G1
4533,11,29/12/2024,10:15,19:45,9.5,Present,Late,NA
4534,11,30/12/2024,10:00,19:00,9,Present,Late,G1
4535,11,31/12/2024,09:15,18:30,9.25,Present,Late,G1
4536,11,01/01/2025,08:30,18:00,9.5,Present,WFH,MA
4537,11,02/01/2025,09:15,18:45,9.5,Present,Late,MM
4538,11,03/01/2025,10:00,19:00,9,Present,,G1
4539,11,04/01/2025,10:30,19:30,9,Present,,GG
4540,11,05/01/2025,09:45,19:30,9.75,Present,WFH,GG
4541,11,06/01/2025,,,0,Leave,Annual Leave,NA
4542,11,07/01/2025,08:45,18:15,9.5,Present,WFH,MA
4543,11,08/01/2025,08:00,17:15,9.25,Present,WFH,NA
4544,11,09/01/2025,09:15,18:15,9,Present,WFH,G2
4545,11,10/01/2025,08:15,17:45,9.5,Present,,NA
4546,11,11/01/2025,09:30,19:15,9.75,Present,,GG
4547,11,12/01/2025,,,0,Absent,WeekOff,NA
4548,11,13/01/2025,08:45,18:30,9.75,Present,,G1
4549,11,14/01/2025,08:00,17:15,9.25,Present,WFH,NA
4550,11,15/01/2025,08:30,18:00,9.5,Present,WFH,MM
4551,11,16/01/2025,,,0,Leave,Annual Leave,MA
4552,11,17/01/2025,10:30,20:00,9.5,Present,,NA
4553,11,18/01/2025,09:00,18:15,9.25,Present,WFH,MM
4554,11,19/01/2025,08:15,17:15,9,Present,WFH,MM
4555,11,20/01/2025,,,0,Leave,Sick Leave,GG
4556,11,21/01/2025,08:45,17:45,9,Present,Late,MA
4557,11,22/01/2025,09:45,19:30,9.75,Present,WFH,G2
4558,11,23/01/2025,09:30,19:00,9.5,Present,,G2
4559,11,24/01/2025,08:30,18:00,9.5,Present,Late,NN
4560,11,25/01/2025,10:15,19:15,9,Present,WFH,NA
4561,11,26/01/2025,10:00,19:00,9,Present,Late,GG
4562,11,27/01/2025,09:30,19:15,9.75,Present,Late,MM
4563,11,28/01/2025,08:45,18:30,9.75,Present,Late,G1
4564,11,29/01/2025,08:30,18:15,9.75,Present,,G2
4565,11,30/01/2025,10:00,19:45,9.75,Present,Late,NA
4566,11,31/01/2025,09:45,19:15,9.5,Present,,NN
4567,11,01/02/2025,11:30,15:30,4,Half Day,Late,NN
4568,11,02/02/2025,09:00,18:00,9,Present,Late,NN
4569,11,03/02/2025,08:15,17:45,9.5,Present,,G2
4570,11,04/02/2025,09:15,18:30,9.25,Present,WFH,NA
4571,11,05/02/2025,10:30,19:30,9,Present,WFH,NN
4572,11,06/02/2025,10:30,19:45,9.25,Present,Late,G1
4573,11,07/02/2025,09:45,19:30,9.75,Present,WFH,NA
4574,11,08/02/2025,08:15,17:30,9.25,Present,WFH,MM
4575,11,09/02/2025,09:00,13:00,4,Half Day,Personal Work,GG
4576,11,10/02/2025,10:30,19:45,9.25,Present,WFH,MA
4577,11,11/02/2025,10:45,20:00,9.25,Present,Late,MM
4578,11,12/02/2025,09:30,18:30,9,Present,Late,MM
4579,11,13/02/2025,09:30,19:15,9.75,Present,WFH,GG
4580,11,14/02/2025,09:15,18:30,9.25,Present,,MA
4581,11,15/02/2025,,,0,Leave,Sick Leave,MM
4582,11,16/02/2025,,,0,Leave,Annual Leave,G1
4583,11,17/02/2025,,,0,Leave,Sick Leave,NA
4584,11,18/02/2025,08:00,17:30,9.5,Present,Late,NA
4585,11,19/02/2025,09:45,19:30,9.75,Present,WFH,G2
4586,11,20/02/2025,08:00,17:45,9.75,Present,Late,NA
4587,11,21/02/2025,08:00,17:15,9.25,Present,Late,G1
4588,11,22/02/2025,08:30,18:15,9.75,Present,,GG
4589,11,23/02/2025,09:15,18:45,9.5,Present,WFH,MM
4590,11,24/02/2025,08:45,18:00,9.25,Present,,NN
4591,11,25/02/2025,09:45,18:45,9,Present,,G2
4592,11,26/02/2025,,,0,Absent,Sick,NA
4593,11,27/02/2025,08:45,18:00,9.25,Present,,NN
4594,11,28/02/2025,10:00,19:15,9.25,Present,WFH,MM
4595,11,01/03/2025,,,0,Leave,Sick Leave,G2
4596,11,02/03/2025,10:15,19:30,9.25,Present,Late,GG
4597,11,03/03/2025,09:00,18:15,9.25,Present,WFH,G1
4598,11,04/03/2025,,,0,Leave,Sick Leave,NN
4599,11,05/03/2025,10:00,19:45,9.75,Present,WFH,G1
4600,11,06/03/2025,10:30,20:00,9.5,Present,,G1
4601,11,07/03/2025,,,0,Leave,Sick Leave,MM
4602,11,08/03/2025,09:15,18:15,9,Present,WFH,G2
4603,11,09/03/2025,,,0,Leave,Annual Leave,MA
4604,11,10/03/2025,,,0,Absent,Sick,NA
4605,11,11/03/2025,,,0,Leave,Annual Leave,NA
4606,11,12/03/2025,,,0,Leave,Sick Leave,MA
4607,11,13/03/2025,10:15,20:00,9.75,Present,WFH,G1
4608,11,14/03/2025,08:30,18:15,9.75,Present,WFH,G1
4609,11,15/03/2025,10:15,19:15,9,Present,WFH,MM
4610,11,16/03/2025,09:00,18:00,9,Present,Late,G2
4611,11,17/03/2025,10:45,20:30,9.75,Present,WFH,G1
4612,11,18/03/2025,11:30,15:30,4,Half Day,Late,NA
4613,11,19/03/2025,09:45,19:00,9.25,Present,WFH,G2
4614,11,20/03/2025,10:15,20:00,9.75,Present,,NA
4615,11,21/03/2025,08:45,17:45,9,Present,WFH,G2
4616,11,22/03/2025,,,0,Leave,Sick Leave,NA
4617,11,23/03/2025,10:15,19:30,9.25,Present,,GG
4618,11,24/03/2025,08:00,17:30,9.5,Present,,MM
4619,11,25/03/2025,,,0,Leave,Sick Leave,GG
4620,11,26/03/2025,,,0,Leave,Sick Leave,MM
4621,11,27/03/2025,,,0,Absent,WeekOff,G1
4622,11,28/03/2025,10:15,14:15,4,Half Day,Late,NA
4623,11,29/03/2025,09:45,18:45,9,Present,WFH,MA
4624,11,30/03/2025,,,0,Absent,,G1
4625,11,31/03/2025,09:30,19:00,9.5,Present,,G1
4626,11,01/04/2025,10:15,20:00,9.75,Present,Late,NN
4627,11,02/04/2025,08:15,17:45,9.5,Present,WFH,MA
4628,11,03/04/2025,09:30,19:15,9.75,Present,,NN
4629,11,04/04/2025,10:15,19:15,9,Present,WFH,NN
4630,11,05/04/2025,08:30,18:00,9.5,Present,,G2
4631,11,06/04/2025,,,0,Absent,Sick,NN
4632,11,07/04/2025,08:00,17:45,9.75,Present,,MA
4633,11,08/04/2025,09:15,18:30,9.25,Present,Late,MA
4634,11,09/04/2025,10:45,19:45,9,Present,WFH,NA
4635,11,10/04/2025,,,0,Leave,Annual Leave,NA
4636,11,11/04/2025,09:30,18:45,9.25,Present,Late,G2
4637,11,12/04/2025,10:30,19:30,9,Present,WFH,NA
4638,11,13/04/2025,10:30,19:30,9,Present,Late,MA
4639,11,14/04/2025,10:45,19:45,9,Present,,G2
4640,11,15/04/2025,10:00,19:30,9.5,Present,,NN
4641,11,16/04/2025,09:30,19:15,9.75,Present,Late,MA
4642,11,17/04/2025,10:15,19:45,9.5,Present,WFH,NA
4643,11,18/04/2025,09:00,18:45,9.75,Present,Late,GG
4644,11,19/04/2025,10:15,19:30,9.25,Present,,GG
4645,11,20/04/2025,09:00,18:15,9.25,Present,WFH,G2
4646,11,21/04/2025,10:30,20:00,9.5,Present,Late,NN
4647,11,22/04/2025,09:45,18:45,9,Present,WFH,MM
4648,11,23/04/2025,10:00,19:15,9.25,Present,,NA
4649,11,24/04/2025,09:15,18:45,9.5,Present,Late,G2
4650,11,25/04/2025,10:00,19:15,9.25,Present,,NN
4651,11,26/04/2025,08:45,18:00,9.25,Present,WFH,NA
4652,11,27/04/2025,08:00,17:30,9.5,Present,,MA
4653,11,28/04/2025,10:45,20:00,9.25,Present,WFH,NA
4654,11,29/04/2025,09:45,19:15,9.5,Present,WFH,NN
4655,11,30/04/2025,08:00,17:15,9.25,Present,WFH,GG
4656,11,01/05/2025,09:30,18:45,9.25,Present,Late,MA
4657,11,02/05/2025,09:00,18:45,9.75,Present,WFH,G2
4658,11,03/05/2025,10:00,19:15,9.25,Present,WFH,MA
4659,11,04/05/2025,08:30,18:15,9.75,Present,Late,NN
4660,11,05/05/2025,10:00,19:45,9.75,Present,,GG
4661,11,06/05/2025,,,0,Absent,,MM
4662,11,07/05/2025,08:45,18:30,9.75,Present,Late,MA
4663,11,08/05/2025,,,0,Leave,Sick Leave,G1
4664,11,09/05/2025,10:15,19:45,9.5,Present,Late,G2
4665,11,10/05/2025,10:30,20:00,9.5,Present,,NA
4666,11,11/05/2025,09:15,18:30,9.25,Present,WFH,MA
4667,11,12/05/2025,,,0,Leave,Sick Leave,MA
4668,11,13/05/2025,08:30,18:15,9.75,Present,WFH,MA
4669,11,14/05/2025,08:30,17:45,9.25,Present,WFH,NN
4670,11,15/05/2025,08:45,17:45,9,Present,,GG
4671,11,16/05/2025,09:30,19:15,9.75,Present,,NN
4672,11,17/05/2025,09:45,19:15,9.5,Present,WFH,G2
4673,11,18/05/2025,10:30,20:00,9.5,Present,Late,MM
4674,11,19/05/2025,10:15,19:45,9.5,Present,WFH,MM
4675,11,20/05/2025,09:30,19:00,9.5,Present,,NN
4676,11,21/05/2025,10:00,19:30,9.5,Present,,G2
4677,11,22/05/2025,10:15,19:15,9,Present,,NA
4678,11,23/05/2025,10:15,20:00,9.75,Present,Late,NA
4679,11,24/05/2025,09:15,19:00,9.75,Present,WFH,MA
4680,11,25/05/2025,09:00,18:45,9.75,Present,Late,MA
4681,11,26/05/2025,09:15,18:15,9,Present,WFH,G1
4682,11,27/05/2025,09:15,13:15,4,Half Day,Late,NN
4683,11,28/05/2025,09:15,19:00,9.75,Present,Late,MA
4684,11,29/05/2025,,,0,Absent,WeekOff,MA
4685,11,30/05/2025,09:15,19:00,9.75,Present,Late,G1
4686,11,31/05/2025,,,0,Absent,,G1
4687,12,01/04/2024,08:30,17:45,9.25,Present,WFH,G1
4688,12,02/04/2024,08:15,17:30,9.25,Present,Late,G1
4689,12,03/04/2024,09:45,19:30,9.75,Present,,MA
4690,12,04/04/2024,,,0,Absent,WeekOff,G1
4691,12,05/04/2024,,,0,Leave,Sick Leave,MM
4692,12,06/04/2024,,,0,Absent,Sick,NN
4693,12,07/04/2024,,,0,Leave,Sick Leave,NN
4694,12,08/04/2024,08:00,17:30,9.5,Present,WFH,GG
4695,12,09/04/2024,09:00,18:15,9.25,Present,,MM
4696,12,10/04/2024,09:30,19:00,9.5,Present,,GG
4697,12,11/04/2024,09:45,19:30,9.75,Present,Late,NN
4698,12,12/04/2024,,,0,Leave,Sick Leave,NA
4699,12,13/04/2024,10:30,19:30,9,Present,WFH,NN
4700,12,14/04/2024,08:15,17:15,9,Present,,NN
4701,12,15/04/2024,10:45,20:00,9.25,Present,WFH,MM
4702,12,16/04/2024,08:00,17:15,9.25,Present,WFH,NN
4703,12,17/04/2024,09:00,13:00,4,Half Day,Personal Work,GG
4704,12,18/04/2024,08:15,17:45,9.5,Present,,G1
4705,12,19/04/2024,08:00,17:15,9.25,Present,WFH,MA
4706,12,20/04/2024,10:00,19:00,9,Present,,GG
4707,12,21/04/2024,08:15,17:30,9.25,Present,Late,MM
4708,12,22/04/2024,08:15,17:30,9.25,Present,WFH,MM
4709,12,23/04/2024,10:00,19:15,9.25,Present,Late,MA
4710,12,24/04/2024,08:45,18:00,9.25,Present,WFH,G2
4711,12,25/04/2024,,,0,Leave,Annual Leave,MM
4712,12,26/04/2024,,,0,Leave,Annual Leave,NN
4713,12,27/04/2024,08:30,18:00,9.5,Present,WFH,G1
4714,12,28/04/2024,10:00,19:00,9,Present,Late,MM
4715,12,29/04/2024,10:30,19:30,9,Present,Late,MM
4716,12,30/04/2024,09:45,19:00,9.25,Present,Late,NN
4717,12,01/05/2024,09:30,19:00,9.5,Present,,GG
4718,12,02/05/2024,09:00,18:30,9.5,Present,WFH,NN
4719,12,03/05/2024,08:00,17:00,9,Present,,MA
4720,12,04/05/2024,08:00,17:15,9.25,Present,Late,NA
4721,12,05/05/2024,09:45,18:45,9,Present,Late,G1
4722,12,06/05/2024,08:30,17:30,9,Present,WFH,GG
4723,12,07/05/2024,10:30,14:30,4,Half Day,Personal Work,MM
4724,12,08/05/2024,08:30,17:30,9,Present,WFH,GG
4725,12,09/05/2024,09:45,19:15,9.5,Present,Late,NN
4726,12,10/05/2024,08:45,18:30,9.75,Present,WFH,MM
4727,12,11/05/2024,08:30,18:15,9.75,Present,Late,G1
4728,12,12/05/2024,08:45,18:00,9.25,Present,WFH,MM
4729,12,13/05/2024,,,0,Absent,Sick,MM
4730,12,14/05/2024,08:00,17:15,9.25,Present,,G1
4731,12,15/05/2024,,,0,Leave,Annual Leave,GG
4732,12,16/05/2024,08:30,18:15,9.75,Present,WFH,NA
4733,12,17/05/2024,,,0,Leave,Sick Leave,MM
4734,12,18/05/2024,09:15,18:15,9,Present,Late,MM
4735,12,19/05/2024,09:30,19:00,9.5,Present,,NA
4736,12,20/05/2024,,,0,Leave,Sick Leave,G2
4737,12,21/05/2024,09:15,13:15,4,Half Day,Personal Work,G1
4738,12,22/05/2024,09:00,18:45,9.75,Present,Late,MA
4739,12,23/05/2024,,,0,Absent,WeekOff,MM
4740,12,24/05/2024,,,0,Absent,Sick,MA
4741,12,25/05/2024,08:00,17:15,9.25,Present,WFH,G1
4742,12,26/05/2024,10:15,14:15,4,Half Day,Personal Work,G1
4743,12,27/05/2024,09:45,19:30,9.75,Present,,G1
4744,12,28/05/2024,09:30,18:45,9.25,Present,,GG
4745,12,29/05/2024,,,0,Absent,WeekOff,MA
4746,12,30/05/2024,,,0,Leave,Sick Leave,G1
4747,12,31/05/2024,08:00,17:30,9.5,Present,,NA
4748,12,01/06/2024,08:45,17:45,9,Present,Late,G1
4749,12,02/06/2024,08:15,18:00,9.75,Present,WFH,MA
4750,12,03/06/2024,08:45,18:00,9.25,Present,,MM
4751,12,04/06/2024,08:15,17:30,9.25,Present,,GG
4752,12,05/06/2024,,,0,Absent,,G1
4753,12,06/06/2024,,,0,Absent,Sick,GG
4754,12,07/06/2024,09:00,18:00,9,Present,WFH,MA
4755,12,08/06/2024,09:15,13:15,4,Half Day,Late,G2
4756,12,09/06/2024,,,0,Absent,Sick,NN
4757,12,10/06/2024,10:00,19:30,9.5,Present,,G2
4758,12,11/06/2024,09:15,19:00,9.75,Present,,NN
4759,12,12/06/2024,10:15,20:00,9.75,Present,WFH,MA
4760,12,13/06/2024,09:00,18:30,9.5,Present,,NN
4761,12,14/06/2024,09:00,18:45,9.75,Present,Late,G1
4762,12,15/06/2024,10:30,19:45,9.25,Present,Late,GG
4763,12,16/06/2024,08:45,18:15,9.5,Present,Late,G1
4764,12,17/06/2024,08:00,17:00,9,Present,Late,G1
4765,12,18/06/2024,09:00,18:30,9.5,Present,WFH,MA
4766,12,19/06/2024,10:15,19:15,9,Present,Late,G2
4767,12,20/06/2024,10:00,14:00,4,Half Day,Late,G1
4768,12,21/06/2024,,,0,Leave,Annual Leave,NN
4769,12,22/06/2024,10:45,20:15,9.5,Present,,G2
4770,12,23/06/2024,10:00,19:30,9.5,Present,WFH,G2
4771,12,24/06/2024,,,0,Leave,Sick Leave,NA
4772,12,25/06/2024,10:15,19:15,9,Present,Late,G1
4773,12,26/06/2024,,,0,Leave,Sick Leave,MA
4774,12,27/06/2024,08:00,17:15,9.25,Present,WFH,G1
4775,12,28/06/2024,10:15,19:45,9.5,Present,WFH,G1
4776,12,29/06/2024,09:30,18:45,9.25,Present,,NA
4777,12,30/06/2024,08:30,18:00,9.5,Present,,MM
4778,12,01/07/2024,08:00,17:30,9.5,Present,Late,MM
4779,12,02/07/2024,10:45,19:45,9,Present,Late,G2
4780,12,03/07/2024,09:15,18:45,9.5,Present,Late,MA
4781,12,04/07/2024,10:15,19:45,9.5,Present,,GG
4782,12,05/07/2024,10:00,19:15,9.25,Present,WFH,GG
4783,12,06/07/2024,09:00,13:00,4,Half Day,Personal Work,G2
4784,12,07/07/2024,,,0,Absent,WeekOff,G1
4785,12,08/07/2024,11:00,15:00,4,Half Day,Late,G1
4786,12,09/07/2024,10:15,14:15,4,Half Day,Late,NN
4787,12,10/07/2024,,,0,Absent,WeekOff,MM
4788,12,11/07/2024,,,0,Absent,WeekOff,MA
4789,12,12/07/2024,10:15,19:15,9,Present,Late,MA
4790,12,13/07/2024,10:15,14:15,4,Half Day,Personal Work,NA
4791,12,14/07/2024,10:45,20:00,9.25,Present,,MA
4792,12,15/07/2024,09:30,19:00,9.5,Present,WFH,G1
4793,12,16/07/2024,08:45,18:00,9.25,Present,WFH,G1
4794,12,17/07/2024,08:15,17:15,9,Present,Late,MM
4795,12,18/07/2024,10:15,19:30,9.25,Present,WFH,MA
4796,12,19/07/2024,10:30,14:30,4,Half Day,Personal Work,MM
4797,12,20/07/2024,10:30,14:30,4,Half Day,Personal Work,MM
4798,12,21/07/2024,10:00,19:15,9.25,Present,,MA
4799,12,22/07/2024,08:15,17:30,9.25,Present,WFH,MA
4800,12,23/07/2024,,,0,Leave,Sick Leave,MA
4801,12,24/07/2024,08:30,18:00,9.5,Present,Late,NN
4802,12,25/07/2024,09:15,19:00,9.75,Present,Late,GG
4803,12,26/07/2024,10:45,20:15,9.5,Present,Late,MA
4804,12,27/07/2024,10:00,19:15,9.25,Present,,NN
4805,12,28/07/2024,09:00,18:15,9.25,Present,,MA
4806,12,29/07/2024,,,0,Absent,WeekOff,NN
4807,12,30/07/2024,,,0,Leave,Annual Leave,MA
4808,12,31/07/2024,10:45,19:45,9,Present,,MA
4809,12,01/08/2024,10:00,19:00,9,Present,WFH,GG
4810,12,02/08/2024,10:00,19:00,9,Present,,G2
4811,12,03/08/2024,08:15,18:00,9.75,Present,WFH,G1
4812,12,04/08/2024,10:00,19:00,9,Present,Late,MA
4813,12,05/08/2024,09:15,13:15,4,Half Day,Personal Work,GG
4814,12,06/08/2024,,,0,Leave,Annual Leave,NN
4815,12,07/08/2024,09:30,18:45,9.25,Present,WFH,MM
4816,12,08/08/2024,10:30,19:45,9.25,Present,Late,MM
4817,12,09/08/2024,08:15,17:15,9,Present,WFH,G1
4818,12,10/08/2024,09:30,19:15,9.75,Present,Late,NN
4819,12,11/08/2024,,,0,Absent,,G1
4820,12,12/08/2024,10:00,19:45,9.75,Present,WFH,G1
4821,12,13/08/2024,09:15,18:30,9.25,Present,,NN
4822,12,14/08/2024,10:45,20:00,9.25,Present,Late,NA
4823,12,15/08/2024,10:15,19:45,9.5,Present,WFH,G1
4824,12,16/08/2024,,,0,Leave,Sick Leave,MM
4825,12,17/08/2024,08:30,17:45,9.25,Present,,MA
4826,12,18/08/2024,10:15,19:45,9.5,Present,Late,NA
4827,12,19/08/2024,10:15,19:45,9.5,Present,,G2
4828,12,20/08/2024,09:45,19:15,9.5,Present,WFH,GG
4829,12,21/08/2024,,,0,Leave,Annual Leave,GG
4830,12,22/08/2024,10:00,19:30,9.5,Present,WFH,NN
4831,12,23/08/2024,10:45,20:15,9.5,Present,Late,G2
4832,12,24/08/2024,10:15,19:30,9.25,Present,WFH,G1
4833,12,25/08/2024,10:00,19:30,9.5,Present,Late,GG
4834,12,26/08/2024,,,0,Leave,Sick Leave,NN
4835,12,27/08/2024,,,0,Leave,Sick Leave,MM
4836,12,28/08/2024,08:00,17:30,9.5,Present,,GG
4837,12,29/08/2024,10:45,19:45,9,Present,,MA
4838,12,30/08/2024,09:30,18:45,9.25,Present,,G2
4839,12,31/08/2024,09:15,19:00,9.75,Present,WFH,NN
4840,12,01/09/2024,09:15,13:15,4,Half Day,Late,GG
4841,12,02/09/2024,,,0,Leave,Sick Leave,GG
4842,12,03/09/2024,09:15,18:30,9.25,Present,,MA
4843,12,04/09/2024,10:30,20:00,9.5,Present,Late,MA
4844,12,05/09/2024,,,0,Leave,Sick Leave,NA
4845,12,06/09/2024,09:30,19:00,9.5,Present,Late,G2
4846,12,07/09/2024,09:45,18:45,9,Present,,NA
4847,12,08/09/2024,,,0,Absent,,G1
4848,12,09/09/2024,10:15,19:15,9,Present,WFH,NN
4849,12,10/09/2024,10:00,19:30,9.5,Present,WFH,G2
4850,12,11/09/2024,08:30,17:45,9.25,Present,,MM
4851,12,12/09/2024,09:30,18:45,9.25,Present,WFH,MM
4852,12,13/09/2024,09:00,18:45,9.75,Present,,MA
4853,12,14/09/2024,09:45,19:30,9.75,Present,WFH,MA
4854,12,15/09/2024,09:15,18:15,9,Present,WFH,MM
4855,12,16/09/2024,,,0,Absent,WeekOff,G1
4856,12,17/09/2024,10:30,19:45,9.25,Present,,G1
4857,12,18/09/2024,10:15,19:15,9,Present,WFH,NN
4858,12,19/09/2024,09:15,18:15,9,Present,,NN
4859,12,20/09/2024,09:15,13:15,4,Half Day,Personal Work,NN
4860,12,21/09/2024,10:45,20:30,9.75,Present,,MM
4861,12,22/09/2024,09:45,19:30,9.75,Present,WFH,MA
4862,12,23/09/2024,08:00,17:00,9,Present,,GG
4863,12,24/09/2024,09:45,19:30,9.75,Present,Late,G2
4864,12,25/09/2024,08:30,17:30,9,Present,,G1
4865,12,26/09/2024,08:15,17:45,9.5,Present,Late,G1
4866,12,27/09/2024,10:45,20:30,9.75,Present,WFH,G2
4867,12,28/09/2024,09:45,18:45,9,Present,,GG
4868,12,29/09/2024,,,0,Leave,Annual Leave,GG
4869,12,30/09/2024,10:45,19:45,9,Present,Late,G2
4870,12,01/10/2024,10:45,20:00,9.25,Present,WFH,GG
4871,12,02/10/2024,,,0,Leave,Annual Leave,GG
4872,12,03/10/2024,10:15,19:45,9.5,Present,,G2
4873,12,04/10/2024,,,0,Absent,,NA
4874,12,05/10/2024,09:00,18:45,9.75,Present,WFH,MA
4875,12,06/10/2024,10:45,20:00,9.25,Present,,GG
4876,12,07/10/2024,10:45,20:30,9.75,Present,WFH,MM
4877,12,08/10/2024,09:00,18:00,9,Present,WFH,GG
4878,12,09/10/2024,,,0,Leave,Sick Leave,G2
4879,12,10/10/2024,08:45,18:30,9.75,Present,,GG
4880,12,11/10/2024,10:45,20:15,9.5,Present,Late,G1
4881,12,12/10/2024,10:45,20:15,9.5,Present,WFH,GG
4882,12,13/10/2024,08:15,18:00,9.75,Present,Late,G2
4883,12,14/10/2024,09:00,18:30,9.5,Present,WFH,MM
4884,12,15/10/2024,08:15,17:15,9,Present,,MA
4885,12,16/10/2024,10:00,19:00,9,Present,,NN
4886,12,17/10/2024,,,0,Absent,Sick,MM
4887,12,18/10/2024,09:00,18:00,9,Present,,G2
4888,12,19/10/2024,09:45,19:15,9.5,Present,WFH,MM
4889,12,20/10/2024,09:15,19:00,9.75,Present,,NA
4890,12,21/10/2024,,,0,Leave,Annual Leave,G2
4891,12,22/10/2024,08:15,17:30,9.25,Present,WFH,MA
4892,12,23/10/2024,08:15,18:00,9.75,Present,Late,MM
4893,12,24/10/2024,08:15,17:15,9,Present,,MA
4894,12,25/10/2024,10:15,19:15,9,Present,,G1
4895,12,26/10/2024,09:45,19:30,9.75,Present,,G1
4896,12,27/10/2024,08:15,17:45,9.5,Present,Late,NN
4897,12,28/10/2024,10:30,20:15,9.75,Present,Late,GG
4898,12,29/10/2024,08:15,17:15,9,Present,Late,G1
4899,12,30/10/2024,09:30,18:30,9,Present,Late,G1
4900,12,31/10/2024,08:15,17:15,9,Present,WFH,NA
4901,12,01/11/2024,08:45,18:00,9.25,Present,Late,NN
4902,12,02/11/2024,,,0,Leave,Annual Leave,NA
4903,12,03/11/2024,,,0,Absent,,MA
4904,12,04/11/2024,10:00,19:30,9.5,Present,,NN
4905,12,05/11/2024,08:00,17:15,9.25,Present,WFH,NA
4906,12,06/11/2024,10:45,20:15,9.5,Present,,NN
4907,12,07/11/2024,10:15,19:30,9.25,Present,Late,G2
4908,12,08/11/2024,09:30,19:00,9.5,Present,WFH,GG
4909,12,09/11/2024,09:45,19:00,9.25,Present,,NA
4910,12,10/11/2024,10:15,14:15,4,Half Day,Late,MA
4911,12,11/11/2024,10:15,19:15,9,Present,Late,NN
4912,12,12/11/2024,09:45,18:45,9,Present,,G1
4913,12,13/11/2024,10:45,20:00,9.25,Present,WFH,G2
4914,12,14/11/2024,09:15,18:15,9,Present,WFH,G2
4915,12,15/11/2024,10:30,19:45,9.25,Present,WFH,NN
4916,12,16/11/2024,,,0,Leave,Annual Leave,MA
4917,12,17/11/2024,09:15,18:30,9.25,Present,,G1
4918,12,18/11/2024,08:00,17:00,9,Present,,NN
4919,12,19/11/2024,10:30,20:15,9.75,Present,Late,MA
4920,12,20/11/2024,09:15,18:45,9.5,Present,WFH,MA
4921,12,21/11/2024,09:30,19:00,9.5,Present,,GG
4922,12,22/11/2024,10:00,19:00,9,Present,Late,NA
4923,12,23/11/2024,10:00,19:15,9.25,Present,WFH,G1
4924,12,24/11/2024,,,0,Leave,Annual Leave,MA
4925,12,25/11/2024,09:00,18:15,9.25,Present,WFH,GG
4926,12,26/11/2024,10:15,19:45,9.5,Present,,MM
4927,12,27/11/2024,10:45,20:30,9.75,Present,,NA
4928,12,28/11/2024,,,0,Leave,Sick Leave,MM
4929,12,29/11/2024,,,0,Absent,WeekOff,NA
4930,12,30/11/2024,10:15,20:00,9.75,Present,WFH,G1
4931,12,01/12/2024,09:00,18:00,9,Present,WFH,MM
4932,12,02/12/2024,,,0,Leave,Sick Leave,NN
4933,12,03/12/2024,09:30,19:00,9.5,Present,Late,G1
4934,12,04/12/2024,08:45,17:45,9,Present,Late,G1
4935,12,05/12/2024,11:30,15:30,4,Half Day,Personal Work,MM
